Rank,Name,Position,Team,Weekly Salary,year
49.0,Alex Oxlade Chamberlain,Midfielder,LFC,120000,2021
49.0,Aymeric Laporte,Defender,MCFC,120000,2021
49.0,Riyad Mahrez,Midfielder,MCFC,120000,2021
49.0,Fred,Midfielder,MUFC,120000,2021
49.0,Victor Lindelof,Defender,MUFC,120000,2021
49.0,Nemanja Matic,Midfielder,MUFC,120000,2021
49.0,Donny van de Beek,Midfielder,MUFC,120000,2021
49.0,Kurt Zouma,Defender,WHUFC,120000,2021
65.0,Andriy Yarmolenko,Forward,WHUFC,115000,2021
66.0,Andre Gomes,Midfielder,EFC,112212,2021
67.0,Kieran Tierney,Defender,AFC,110000,2021
67.0,Jorginho,Midfielder,CFC,110000,2021
67.0,Thiago Silva,Defender,CFC,110000,2021
67.0,James Maddison,Midfielder,LC,110000,2021
67.0,Kyle Walker,Defender,MCFC,110000,2021
67.0,Dejan Kulusevski,Forward,THFC,110000,2021
73.0,Pierre-Emile Hoejbjerg,Midfielder,THFC,101923,2021
74.0,Bernd Leno,Goalkeeper,AFC,100000,2021
74.0,Granit Xhaka,Midfielder,AFC,100000,2021
74.0,Leon Bailey,Forward,AVFC,100000,2021
74.0,Marcos Alonso,Defender,CFC,100000,2021
74.0,Antonio Rudiger,Defender,CFC,100000,2021
74.0,Hakim Ziyech,Midfielder,CFC,100000,2021
74.0,Dele Alli,Midfielder,EFC,100000,2021
74.0,Jordan Pickford,Goalkeeper,EFC,100000,2021
74.0,Gylfi Sigurdsson,Midfielder,EFC,100000,2021
74.0,Rodrigo,Forward,LUFC,100000,2021
74.0,Sadio Mane,Forward,LFC,100000,2021
74.0,Joel Matip,Defender,LFC,100000,2021
74.0,Dean Henderson,Goalkeeper,MUFC,100000,2021
74.0,Hugo Lloris,Goalkeeper,THFC,100000,2021
74.0,Raul Jimenez,Forward,WWFC,100000,2021
74.0,Joao Moutinho,Midfielder,WWFC,100000,2021
90.0,Ross Barkley,Midfielder,CFC,96154,2021
91.0,Odsonne Edouard,Forward,CP,94808,2021
92.0,Alex Telles,Defender,MUFC,93077,2021
93.0,Nathan Ake,Defender,MCFC,92308,2021
94.0,Adam Lallana,Midfielder,BHA,90385,2021
94.0,Diogo Jota,Forward,LFC,90385,2021
96.0,Gabriel Martinelli,Forward,AFC,90000,2021
96.0,Michy Batshuayi,Forward,CFC,90000,2021
96.0,Richarlison,Forward,EFC,90000,2021
96.0,Gabriel Jesus,Forward,MCFC,90000,2021
96.0,Benjamin Mendy,Defender,MCFC,90000,2021
96.0,Aaron Wan-Bissaka,Defender,MUFC,90000,2021
96.0,Leander Dendoncker,Midfielder,WWFC,90000,2021
103.0,Joelinton,Forward,NUFC,86538,2021
104.0,Baba Rahman,Defender,CFC,85962,2021
105.0,Michail Antonio,Midfielder,WHUFC,85000,2021
106.0,Tammy Abraham,Forward,CFC,82000,2021
107.0,Lucas Digne,Defender,AVFC,81731,2021
108.0,Nathaniel Clyne,Defender,CP,80769,2021
109.0,Tyrone Mings,Defender,AVFC,80000,2021
109.0,Andreas Christensen,Defender,CFC,80000,2021
109.0,Mason Mount,Midfielder,CFC,80000,2021
109.0,Fabian Delph,Midfielder,EFC,80000,2021
109.0,Aleksandar Mitrovic,Forward,FFC,80000,2021
109.0,Jonny Evans,Defender,LC,80000,2021
109.0,Boubakary Soumare,Midfielder,LC,80000,2021
109.0,Joao Cancelo,Defender,MCFC,80000,2021
109.0,Eric Bailly,Defender,MUFC,80000,2021
109.0,Saido Berahino,Forward,SCFC,80000,2021
109.0,Lucas Moura,Forward,THFC,80000,2021
109.0,Moussa Sissoko,Midfielder,WAT,80000,2021
109.0,Nelson Semedo,Defender,WWFC,80000,2021
109.0,Fabio Silva,Forward,WWFC,80000,2021
123.0,Joachim Andersen,Defender,CP,79423,2021
124.0,Martin Oedegaard,Midfielder,AFC,79038,2021
125.0,Bertrand Traore,Forward,AVFC,78000,2021
126.0,Vicente Guaita,Goalkeeper,CP,77000,2021
127.0,Ben Godfrey,Defender,EFC,76923,2021
128.0,Cedric Soares,Defender,AFC,75000,2021
128.0,Emiliano Buendia,Forward,AVFC,75000,2021
128.0,Ollie Watkins,Forward,AVFC,75000,2021
128.0,Abdoulaye Doucoure,Midfielder,EFC,75000,2021
128.0,Wilfred Ndidi,Midfielder,LC,75000,2021
128.0,Joe Gomez,Defender,LFC,75000,2021
128.0,Takumi Minamino,Forward,LFC,75000,2021
128.0,Mason Greenwood,Forward,MUFC,75000,2021
128.0,Phil Jones,Defender,MUFC,75000,2021
128.0,Jesse Lingard,Midfielder,MUFC,75000,2021
128.0,Theo Walcott,Forward,SFC,75000,2021
128.0,Rodrigo Bentancur,Midfielder,THFC,75000,2021
140.0,Steven Bergwijn,Forward,THFC,73077,2021
141.0,Eric Dier,Midfielder,THFC,72215,2021
142.0,Kieran Trippier,Defender,NUFC,72115,2021
143.0,Allan Loureiro,Midfielder,EFC,70000,2021
143.0,Ricardo Pereira,Defender,LC,70000,2021
143.0,Ibrahima Konate,Defender,LFC,70000,2021
143.0,Jonjo Shelvey,Midfielder,NUFC,70000,2021
143.0,Fraser Forster,Goalkeeper,SFC,70000,2021
143.0,Kevin Wimmer,Defender,SCFC,70000,2021
143.0,Manuel Lanzini,Midfielder,WHUFC,70000,2021
143.0,Angelo Ogbonna,Defender,WHUFC,70000,2021
143.0,Nikola Vlasic,Midfielder,WHUFC,70000,2021
152.0,Pablo Fornals,Midfielder,WHUFC,67308,2021
152.0,Tomas Soucek,Midfielder,WHUFC,67308,2021
154.0,Andre-Frank Zambo Anguissa,Midfielder,FFC,67000,2021
154.0,Issa Diop,Defender,WHUFC,67000,2021
156.0,Matt Doherty,Defender,THFC,65385,2021
157.0,Jannik Vestergaard,Defender,LC,65192,2021
158.0,Matty Cash,Defender,AVFC,65000,2021
158.0,Cheikhou Kouyate,Midfielder,CP,65000,2021
158.0,Michael Keane,Defender,EFC,65000,2021
158.0,Jean Michael Seri,Midfielder,FFC,65000,2021
158.0,Ederson,Goalkeeper,MCFC,65000,2021
158.0,Brandon Williams,Defender,MUFC,65000,2021
158.0,Oriol Romeu,Midfielder,SFC,65000,2021
158.0,Davinson Sanchez,Defender,THFC,65000,2021
158.0,Lukasz Fabianski,Goalkeeper,WHUFC,65000,2021
167.0,Nathaniel Phillips,Defender,LFC,64615,2021
168.0,Raphael Belloli,Forward,LUFC,63500,2021
169.0,Timothy Castagne,Defender,LC,63000,2021
169.0,Ismaila Sarr,Forward,WAT,63000,2021
171.0,Patson Daka,Forward,LC,62115,2021
172.0,Aaron Ramsdale,Goalkeeper,AFC,61923,2021
173.0,Ruben Loftus-Cheek,Midfielder,CFC,60000,2021
173.0,Cenk Tosun,Forward,EFC,60000,2021
173.0,Kelechi Iheanacho,Forward,LC,60000,2021
173.0,Divock Origi,Forward,LFC,60000,2021
173.0,Scott McTominay,Midfielder,MUFC,60000,2021
173.0,Bruno Guimaraes,Midfielder,NUFC,60000,2021
173.0,Mohamed Elyounoussi,Forward,SFC,60000,2021
173.0,Shane Long,Forward,SFC,60000,2021
173.0,Nathan Redmond,Forward,SFC,60000,2021
173.0,Bruno Martins Indi,Defender,SCFC,60000,2021
173.0,Ben Davies,Defender,THFC,60000,2021
173.0,Danny Rose,Defender,WAT,60000,2021
173.0,Jarrod Bowen,Forward,WHUFC,60000,2021
173.0,Declan Rice,Midfielder,WHUFC,60000,2021
173.0,Daniel Podence,Forward,WWFC,60000,2021
188.0,Reece James,Defender,CFC,58000,2021
188.0,Vitalii Mykolenko,Defender,EFC,58000,2021
188.0,Adrian San Miguel del Castillo,Goalkeeper,LFC,58000,2021
191.0,Ryan Sessegnon,Midfielder,THFC,57692,2021
192.0,Jeffrey Schlupp,Defender,CP,56000,2021
193.0,Takehiro Tomiyasu,Defender,AFC,55962,2021
194.0,Danny Welbeck,Forward,BHA,55000,2021
194.0,Ben Mee,Defender,BFC,55000,2021
194.0,James McArthur,Midfielder,CP,55000,2021
194.0,Luka Milivojevic,Midfielder,CP,55000,2021
194.0,Jairo Riedewald,Midfielder,CP,55000,2021
194.0,Seamus Coleman,Defender,EFC,55000,2021
194.0,Nampalys Mendy,Midfielder,LC,55000,2021
194.0,Emil Krafth,Defender,NUFC,55000,2021
194.0,Ibrahima Diallo,Midfielder,SFC,55000,2021
194.0,Moussa Djenepo,Forward,SFC,55000,2021
194.0,Said Benrahma,Forward,WHUFC,55000,2021
205.0,Mohamed Elneny,Midfielder,AFC,52500,2021
206.0,Edouard Mendy,Goalkeeper,CFC,52000,2021
207.0,Albert Sambi Lokonga,Midfielder,AFC,51923,2021
208.0,Kenny Tete,Defender,FFC,50962,2021
209.0,Marc Guehi,Defender,CP,50192,2021
210.0,Jefferson Lerma,Midfielder,BOU,50000,2021
210.0,Dominic Solanke,Forward,BOU,50000,2021
210.0,Gabriel Magalhaes,Defender,AFC,50000,2021
210.0,John McGinn,Midfielder,AVFC,50000,2021
210.0,Ashley Young,Defender,AVFC,50000,2021
210.0,Marc Cucurella,Midfielder,BHA,50000,2021
210.0,Pascal Gross,Midfielder,BHA,50000,2021
210.0,Neal Maupay,Forward,BHA,50000,2021
210.0,James Tarkowski,Defender,BFC,50000,2021
210.0,Jean-Philippe Mateta,Forward,CP,50000,2021
210.0,James Tomkins,Defender,CP,50000,2021
210.0,Alex Iwobi,Forward,EFC,50000,2021
210.0,Michael Hector,Defender,FFC,50000,2021
210.0,Jack Harrison,Forward,LUFC,50000,2021
210.0,Daniel James,Forward,LUFC,50000,2021
210.0,Andy Robertson,Defender,LFC,50000,2021
210.0,Konstantinos Tsimikas,Defender,LFC,50000,2021
210.0,Stuart Armstrong,Midfielder,SFC,50000,2021
210.0,Alex McCarthy,Goalkeeper,SFC,50000,2021
210.0,Harry Winks,Midfielder,THFC,50000,2021
210.0,Tom Cleverley,Midfielder,WAT,50000,2021
210.0,Aaron Cresswell,Defender,WHUFC,50000,2021
210.0,Mark Noble,Midfielder,WHUFC,50000,2021
210.0,Willy Boly,Defender,WWFC,50000,2021
210.0,Pedro Neto,Forward,WWFC,50000,2021
210.0,Ruben Neves,Midfielder,WWFC,50000,2021
236.0,Erik Pieters,Defender,BFC,48077,2021
236.0,Sergio Reguilon,Defender,THFC,48077,2021
238.0,Morgan Sanson,Midfielder,AVFC,48000,2021
239.0,Adam Armstrong,Forward,SFC,47885,2021
240.0,Michael Olise,Midfielder,CP,47500,2021
241.0,Federico Fernandez,Defender,NUFC,47300,2021
242.0,Emiliano Martinez,Goalkeeper,AVFC,47000,2021
243.0,Callum Wilson,Forward,NUFC,46154,2021
244.0,Zack Steffen,Goalkeeper,MCFC,46000,2021
244.0,Jake Livermore,Midfielder,WBAFC,46000,2021
246.0,Eddie Nketiah,Forward,AFC,45000,2021
246.0,Lewis Dunk,Defender,BHA,45000,2021
246.0,Asmir Begovic,Goalkeeper,EFC,45000,2021
246.0,Fabricio Agosto Ramirez,Goalkeeper,FFC,45000,2021
246.0,Stuart Dallas,Midfielder,LUFC,45000,2021
246.0,Marc Albrighton,Midfielder,LC,45000,2021
246.0,Ayoze Perez,Forward,LC,45000,2021
246.0,Caglar Soyuncu,Defender,LC,45000,2021
246.0,Matt Ritchie,Defender,NUFC,45000,2021
246.0,Jack Stephens,Defender,SFC,45000,2021
246.0,James Ward-Prowse,Midfielder,SFC,45000,2021
246.0,Craig Dawson,Defender,WHUFC,45000,2021
258.0,Ryan Bertrand,Defender,LC,44231,2021
259.0,Billy Gilmour,Midfielder,CFC,43269,2021
260.0,Miguel Almiron,Midfielder,NUFC,42327,2021
261.0,Junior Firpo,Defender,LUFC,42308,2021
262.0,Charly Musonda,Forward,CFC,42000,2021
263.0,Tom Heaton,Goalkeeper,MUFC,41923,2021
264.0,Ryan Fraser,Forward,NUFC,41800,2021
265.0,Emerson Royal,Defender,THFC,41731,2021
266.0,Tosin Adarabioyo,Defender,FFC,40577,2021
267.0,Ki-Jana Hoever,Defender,WWFC,40385,2021
268.0,Lewis Cook,Midfielder,BOU,40000,2021
268.0,Rob Holding,Defender,AFC,40000,2021
268.0,Shane Duffy,Defender,BHA,40000,2021
268.0,Ashley Barnes,Forward,BFC,40000,2021
268.0,Josh Brownhill,Midfielder,BFC,40000,2021
268.0,Andros Townsend,Midfielder,EFC,40000,2021
268.0,Robin Koch,Defender,LUFC,40000,2021
268.0,Harvey Barnes,Midfielder,LC,40000,2021
268.0,Dwight Gayle,Forward,NUFC,40000,2021
268.0,Jamaal Lascelles,Defender,NUFC,40000,2021
268.0,Fabian Schar,Defender,NUFC,40000,2021
268.0,Fabian Schar,Defender,NUFC,40000,2021
268.0,Chris Wood,Forward,NUFC,40000,2021
268.0,Ben Gibson,Defender,NCFC,40000,2021
268.0,Oliver Skipp,Midfielder,THFC,40000,2021
268.0,Etienne Capoue,Midfielder,WAT,40000,2021
268.0,Ryan Fredericks,Defender,WHUFC,40000,2021
268.0,Arthur Masuaku,Defender,WHUFC,40000,2021
286.0,Romain Perraud,Defender,SFC,39231,2021
287.0,Joel Veltman,Defender,BHA,38462,2021
287.0,Jamal Lewis,Defender,NUFC,38462,2021
287.0,Allan Saint-Maximin,Forward,NUFC,38462,2021
290.0,Adam Webster,Defender,BHA,38000,2021
290.0,Jack Cork,Midfielder,BFC,38000,2021
290.0,Martin Dubravka,Goalkeeper,NUFC,38000,2021
293.0,Ivan Cavaleiro,Forward,FFC,37500,2021
293.0,Anthony Knockaert,Midfielder,FFC,37500,2021
293.0,Bobby Reid,Midfielder,FFC,37500,2021
296.0,Jonny Castro,Defender,WWFC,36673,2021
296.0,Jonny Otto,Defender,WWFC,36673,2021
298.0,Steve Cook,Defender,NFFC,35192,2021
299.0,Lewis Cook,Midfielder,BOU,35000,2021
299.0,Adam Smith,Defender,BOU,35000,2021
299.0,Junior Stanislas,Forward,BOU,35000,2021
299.0,Matt Targett,Defender,AVFC,35000,2021
299.0,Tariq Lamptey,Defender,BHA,35000,2021
299.0,Leandro Trossard,Forward,BHA,35000,2021
299.0,Nick Pope,Goalkeeper,BFC,35000,2021
299.0,Jay Rodriguez,Forward,BFC,35000,2021
299.0,Dale Stephens,Midfielder,BFC,35000,2021
299.0,Matej Vydra,Forward,BFC,35000,2021
299.0,Wout Weghorst,Forward,BFC,35000,2021
299.0,Marcus Bettinelli,Goalkeeper,CFC,35000,2021
299.0,Jack Butland,Goalkeeper,CP,35000,2021
299.0,Will Hughes,Midfielder,CP,35000,2021
299.0,Joel Ward,Defender,CP,35000,2021
299.0,Nathaniel Chalobah,Midfielder,FFC,35000,2021
299.0,Patrick Bamford,Forward,LUFC,35000,2021
299.0,Ciaran Clark,Defender,NUFC,35000,2021
299.0,Paul Dummett,Defender,NUFC,35000,2021
299.0,Javier Manquillo,Defender,NUFC,35000,2021
299.0,Lyanco Vojnovic,Defender,SFC,35000,2021
299.0,Dan Gosling,Midfielder,WAT,35000,2021
299.0,Vladimir Coufal,Defender,WHUFC,35000,2021
299.0,Darren Randolph,Goalkeeper,WHUFC,35000,2021
299.0,Fernando Marcal,Defender,WWFC,35000,2021
324.0,Youri Tielemans,Midfielder,LC,33038,2021
325.0,Harry Wilson,Midfielder,FFC,32885,2021
326.0,Douglas Luiz,Midfielder,AVFC,32873,2021
327.0,Sander Berge,Midfielder,SUFC,32692,2021
328.0,Jordan Ayew,Forward,CP,32500,2021
328.0,Sam Johnstone,Goalkeeper,WBAFC,32500,2021
330.0,Alfie Mawson,Defender,FFC,32000,2021
331.0,Ashley Westwood,Midfielder,BFC,31000,2021
332.0,Anwar El Ghazi,Midfielder,AVFC,30962,2021
333.0,Alexis Mac Allister,Midfielder,BHA,30769,2021
333.0,Enock Mwepu,Midfielder,BHA,30769,2021
335.0,Lloyd Kelly,Defender,BOU,30000,2021
335.0,Jack Stacey,Defender,BOU,30000,2021
335.0,Bukayo Saka,Forward,AFC,30000,2021
335.0,Ezri Konsa,Defender,AVFC,30000,2021
335.0,Marvelous Nakamba,Midfielder,AVFC,30000,2021
335.0,Solly March,Midfielder,BHA,30000,2021
335.0,Johann Berg Guðmundsson,Forward,BFC,30000,2021
335.0,Alex Smithies,Goalkeeper,CCFC,30000,2021
335.0,Eberech Eze,Midfielder,CP,30000,2021
335.0,Joe Bryan,Defender,FFC,30000,2021
335.0,Tom Cairney,Midfielder,FFC,30000,2021
335.0,Joshua Onomah,Midfielder,FFC,30000,2021
335.0,Illan Meslier,Goalkeeper,LUFC,30000,2021
335.0,Elliot Anderson,Midfielder,NUFC,30000,2021
335.0,Sam Byram,Defender,NCFC,30000,2021
335.0,Che Adams,Forward,SFC,30000,2021
335.0,Ben Foster,Goalkeeper,WAT,30000,2021
335.0,Christian Kabasele,Defender,WAT,30000,2021
353.0,Nathan Ferguson,Defender,CP,28846,2021
353.0,David McGoldrick,Forward,SUFC,28846,2021
355.0,Jose Sa,Goalkeeper,WWFC,28654,2021
356.0,Tyrick Mitchell,Defender,CP,28000,2021
356.0,Luis Diaz,Forward,LFC,28000,2021
356.0,Adam Masina,Defender,WAT,28000,2021
359.0,Antonee Robinson,Defender,FFC,27500,2021
359.0,Rhian Brewster,Forward,SUFC,27500,2021
359.0,William Troost-Ekong,Defender,WAT,27500,2021
362.0,Nuno Tavares,Defender,AFC,27000,2021
363.0,Ahmed Hegazy,Defender,WBAFC,26500,2021
364.0,Connor Roberts,Defender,BFC,26154,2021
365.0,Dominic Solanke,Forward,BOU,25000,2021
365.0,Pontus Jansson,Defender,BFC,25000,2021
365.0,David Raya,Goalkeeper,BFC,25000,2021
365.0,Yves Bissouma,Midfielder,BHA,25000,2021
365.0,Robert Sanchez,Goalkeeper,BHA,25000,2021
365.0,Phil Bardsley,Defender,BFC,25000,2021
365.0,Matthew Lowton,Defender,BFC,25000,2021
365.0,Charlie Taylor,Defender,BFC,25000,2021
365.0,Sean Morrison,Defender,CCFC,25000,2021
365.0,Josh Murphy,Forward,CCFC,25000,2021
365.0,Robert Kenedy,Midfielder,CFC,25000,2021
365.0,Tom Davies,Midfielder,EFC,25000,2021
365.0,Demarai Gray,Midfielder,EFC,25000,2021
365.0,Mason Holgate,Defender,EFC,25000,2021
365.0,Maxime le Marchand,Defender,FFC,25000,2021
365.0,Neco Williams,Defender,LFC,25000,2021
365.0,Diogo Dalot,Defender,MUFC,25000,2021
365.0,Karl Darlow,Goalkeeper,NUFC,25000,2021
365.0,Jacob Murphy,Midfielder,NUFC,25000,2021
365.0,Angus Gunn,Goalkeeper,NCFC,25000,2021
365.0,Tim Krul,Goalkeeper,NCFC,25000,2021
365.0,Kenny McLean,Midfielder,NCFC,25000,2021
365.0,Teemu Pukki,Forward,NCFC,25000,2021
365.0,Lys Mousset,Forward,SUFC,25000,2021
365.0,Pierluigi Gollini,Goalkeeper,THFC,25000,2021
390.0,Joe Ralls,Midfielder,CCFC,24519,2021
391.0,Kevin Long,Defender,BFC,23077,2021
391.0,Mohammed Salisu,Defender,SFC,23077,2021
391.0,Kyle Walker-Peters,Defender,SFC,23077,2021
391.0,Japhet Tanganga,Defender,THFC,23077,2021
395.0,Florent Hadergjonaj,Defender,HUD,23000,2021
395.0,Craig Cathcart,Defender,WAT,23000,2021
397.0,Callum Paterson,Defender,CCFC,22500,2021
397.0,Max Aarons,Defender,NCFC,22500,2021
397.0,Lukas Rupp,Midfielder,NCFC,22500,2021
397.0,Kiko Femenia,Defender,WAT,22500,2021
401.0,Harry Arter,Midfielder,NFFC,22308,2021
402.0,Kristoffer Ajer,Defender,BFC,22115,2021
403.0,Kevin McDonald,Midfielder,FFC,22000,2021
403.0,Diego Llorente,Defender,LUFC,22000,2021
403.0,Isaac Hayden,Midfielder,NUFC,22000,2021
403.0,Romain Saiss,Midfielder,WWFC,22000,2021
407.0,Matt Clarke,Defender,BHA,21923,2021
407.0,Terence Kongolo,Defender,FFC,21923,2021
409.0,Ryan Christie,Midfielder,BOU,21346,2021
410.0,Harry Lewis,Goalkeeper,SFC,21154,2021
411.0,Ivan Toney,Forward,BFC,21000,2021
411.0,Daniel Amartey,Defender,LC,21000,2021
413.0,Abdallah Sima,Forward,BHA,20577,2021
414.0,Grady Diangana,Forward,WBAFC,20350,2021
415.0,Salomon Rondon,Forward,EFC,20192,2021
416.0,David Brooks,Midfielder,BOU,20000,2021
416.0,Emile Smith Rowe,Midfielder,AFC,20000,2021
416.0,Bryan Mbeumo,Midfielder,BFC,20000,2021
416.0,Bryan Mbeumo,Midfielder,BFC,20000,2021
416.0,Christian Noergaard,Midfielder,BFC,20000,2021
416.0,Mathias Jensen,Midfielder,BFC,20000,2021
416.0,Trevoh Chalobah,Defender,CFC,20000,2021
416.0,Dominic Calvert-Lewin,Forward,EFC,20000,2021
416.0,Cyrus Christie,Defender,FFC,20000,2021
416.0,Adam Forshaw,Midfielder,LUFC,20000,2021
416.0,Danny Ward,Goalkeeper,LC,20000,2021
416.0,Oleksandr Zinchenko,Midfielder,MCFC,20000,2021
416.0,Tahith Chong,Forward,MUFC,20000,2021
416.0,Joe Willock,Midfielder,NUFC,20000,2021
416.0,Grant Hanley,Defender,NCFC,20000,2021
416.0,Lyle Taylor,Forward,NFFC,20000,2021
416.0,Oliver McBurnie,Forward,SUFC,20000,2021
416.0,Michael Verrips,Goalkeeper,SUFC,20000,2021
416.0,Jan Bednarek,Defender,SFC,20000,2021
416.0,Pape Matar Sarr,Midfielder,THFC,20000,2021
416.0,Matt Phillips,Forward,WBAFC,20000,2021
416.0,Ben Johnson,Defender,WHUFC,20000,2021
438.0,Christoph Zimmermann,Defender,NCFC,19423,2021
439.0,Diego Rico,Defender,BOU,19250,2021
440.0,Wesley Fofana,Defender,LC,19231,2021
440.0,Dan Burn,Defender,NUFC,19231,2021
442.0,Darnell Furlong,Defender,WBAFC,18500,2021
443.0,Frank Onyeka,Midfielder,BFC,18462,2021
444.0,Josh Dasilva,Midfielder,BFC,18000,2021
445.0,Joe Lolley,Forward,NFFC,17500,2021
446.0,Jayson Molumby,Midfielder,BHA,17308,2021
446.0,Will Smallbone,Midfielder,SFC,17308,2021
448.0,Ethan Horvath,Goalkeeper,NFFC,17115,2021
448.0,Willy Caballero,Goalkeeper,SFC,17115,2021
450.0,Michael McGovern,Goalkeeper,NCFC,17000,2021
451.0,James Garner,Midfielder,MUFC,16923,2021
452.0,Cucho Hernandez,Forward,WAT,16731,2021
453.0,Joe Gelhardt,Forward,LUFC,16500,2021
453.0,Jayden Bogle,Defender,SUFC,16500,2021
453.0,Semi Ajayi,Defender,WBAFC,16500,2021
453.0,Conor Coady,Defender,WWFC,16500,2021
457.0,Rob Elliot,Goalkeeper,WAT,16346,2021
458.0,Jason Steele,Goalkeeper,BHA,16026,2021
459.0,Nathan Patterson,Defender,EFC,15577,2021
459.0,Xande Silva,Forward,NFFC,15577,2021
461.0,Philip Billing,Midfielder,BOU,15000,2021
461.0,Sergi Canos,Midfielder,BFC,15000,2021
461.0,Saman Ghoddos,Midfielder,BFC,15000,2021
461.0,Ethan Pinnock,Defender,BFC,15000,2021
461.0,Steven Alzate,Forward,BHA,15000,2021
461.0,Jarrad Branthwaite,Defender,EFC,15000,2021
461.0,Jonjoe Kenny,Defender,EFC,15000,2021
461.0,Jo Gorenc-Stankovic,Defender,HUD,15000,2021
461.0,Harvey Elliott,Midfielder,LFC,15000,2021
461.0,Louis Thompson,Midfielder,NCFC,15000,2021
461.0,Scott McKenna,Defender,NFFC,15000,2021
461.0,Oliver Norwood,Midfielder,SUFC,15000,2021
461.0,Ken Sema,Midfielder,WAT,15000,2021
461.0,Max Kilman,Defender,WWFC,15000,2021
475.0,Emiliano Marcondes,Midfielder,BOU,14038,2021
476.0,Stipe Perica,Forward,WAT,13500,2021
477.0,Neeskens Kebano,Midfielder,FFC,13462,2021
478.0,Calum Chambers,Defender,AVFC,13462,2021
478.0,Paulo Gazzaniga,Goalkeeper,FFC,13462,2021
478.0,Cole Palmer,Midfielder,MCFC,13462,2021
481.0,Sam Surridge,Forward,NFFC,12692,2021
482.0,Aboubakar Kamara,Forward,FFC,12500,2021
482.0,Nathan Tella,Forward,SFC,12500,2021
482.0,Joao Pedro,Forward,WAT,12500,2021
482.0,Romaine Sawyers,Midfielder,WBAFC,12500,2021
486.0,Ismaila Coulibaly,Midfielder,SUFC,12115,2021
487.0,Jamal Lowe,Forward,BOU,12000,2021
487.0,Shandon Baptiste,Midfielder,BFC,12000,2021
487.0,Rico Henry,Defender,BFC,12000,2021
487.0,Harrison Reed,Midfielder,FFC,12000,2021
487.0,Phil Foden,Midfielder,MCFC,12000,2021
487.0,Billy Sharp,Forward,SUFC,12000,2021
493.0,Yoane Wissa,Forward,BFC,11923,2021
493.0,Nuno da Costa,Forward,NFFC,11923,2021
495.0,Chris Mepham,Defender,BOU,11673,2021
496.0,Luke Thomas,Defender,LC,11538,2021
496.0,Mark Gillespie,Goalkeeper,NUFC,11538,2021
498.0,Jack Robinson,Defender,SUFC,11000,2021
499.0,Kristoffer Klaesson,Goalkeeper,LUFC,10962,2021
500.0,Braian Ojeda,Midfielder,NFFC,10577,2021
501.0,Vitaly Janelt,Midfielder,BFC,10000,2021
501.0,Mads Roerslev,Defender,BFC,10000,2021
501.0,Kaoru Mitoma,Forward,BHA,10000,2021
501.0,Jakub Moder,Midfielder,BHA,10000,2021
501.0,Anthony Gordon,Forward,EFC,10000,2021
501.0,Stefan Johansen,Midfielder,FFC,10000,2021
501.0,Jacob Lungi Sorensen,Midfielder,NCFC,10000,2021
501.0,Jack Colback,Midfielder,NFFC,10000,2021
501.0,Loic Mbe Soh,Defender,NFFC,10000,2021
501.0,Carlos Miguel Ribiero Dias,Midfielder,NFFC,10000,2021
501.0,Joe Worrall,Defender,NFFC,10000,2021
501.0,Luke Freeman,Midfielder,SUFC,10000,2021
501.0,Jack O'Connell,Defender,SUFC,10000,2021
501.0,Josh Tymon,Defender,SCFC,10000,2021
501.0,Rekeem Harper,Midfielder,WBAFC,10000,2021
501.0,Francisco Oliveira,Forward,WWFC,10000,2021
517.0,Joe Rodon,Defender,THFC,9615,2021
517.0,Cedric Kipre,Defender,WBAFC,9615,2021
519.0,Francisco Sierralta,Defender,WAT,9500,2021
520.0,Chris Basham,Defender,SUFC,9365,2021
521.0,Jonathan Panzo,Defender,NFFC,9231,2021
522.0,Anthony Elanga,Forward,MUFC,9038,2021
523.0,Denis Odoi,Defender,FFC,8900,2021
524.0,Kieffer Moore,Forward,BOU,8846,2021
525.0,Oliver Burke,Forward,SUFC,8800,2021
526.0,Allan Campbell,Midfielder,LTFC,8462,2021
527.0,Siriki Dembele,Forward,BOU,8365,2021
528.0,James Justin,Defender,LC,8250,2021
529.0,Ben Pearson,Midfielder,BOU,8077,2021
529.0,Kortney Hause,Defender,AVFC,8077,2021
529.0,Tom Lockyer,Midfielder,LTFC,8077,2021
532.0,Luke Ayling,Defender,LUFC,8000,2021
532.0,Ben Marshall,Midfielder,NCFC,8000,2021
532.0,John Fleck,Midfielder,SUFC,8000,2021
532.0,Domingos Quina,Midfielder,WAT,8000,2021
532.0,Sam Field,Midfielder,WBAFC,8000,2021
532.0,Yerson Mosquera,Defender,WWFC,8000,2021
538.0,Mateusz Klich,Midfielder,LUFC,7750,2021
539.0,Richie Laryea,Defender,NFFC,7692,2021
539.0,Callum Robinson,Forward,WBAFC,7692,2021
541.0,Jacob Ramsey,Midfielder,AVFC,7500,2021
541.0,Rodrigo Muniz,Forward,FFC,7500,2021
541.0,Hamza Choudhury,Midfielder,LC,7500,2021
541.0,Curtis Jones,Midfielder,LFC,7500,2021
541.0,Reece Burke,Defender,LTFC,7500,2021
541.0,Fred Onyedinma,Midfielder,LTFC,7500,2021
541.0,Kieran Dowell,Midfielder,NCFC,7500,2021
541.0,Dimitris Giannoulis,Defender,NCFC,7500,2021
